AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 9:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,Closed,None,Average,None,No,PrivateLot,11:00 am - 9:00 pm,None,11:00 am - 8:00 pm,Yes,No,11:00 am - 8:00 pm,11:00 am - 8:00 pm,Yes,11:00 am - 8:00 pm,Yes,No,NM Albuquerque Uptown,Unclaimed,None,chopstix-chinese-cuisine-albuquerque,35.0886696532,-106.578721784,2.0,4.0,fu-yuang-korean-and-chinese-restaurant-albuquerque,328-chinese-cuisine-albuquerque,budai-gourmet-chinese-albuquerque,77,"Chinese,Noodles,Soup",ChopstiX Chinese Cuisine,https://www.yelp.com/biz/chopstix-chinese-cuisine-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,9:00 am - 5:00 pm,None,None,None,None,None,None,None,None,9:00 am - 5:00 pm,None,None,None,None,None,9:00 am - 4:00 pm,None,Closed,None,None,9:00 am - 5:00 pm,9:00 am - 5:00 pm,None,9:00 am - 5:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,jerky-by-art-albuquerque-2,35.0946132,-106.5779543,None,4.5,nothing-bundt-cakes-albuquerque-2,mikes-jerky-albuquerque-2,rebel-donut-albuquerque-6,2,MeatShops,Jerky by Art,https://www.yelp.com/biz/jerky-by-art-albuquerque-2?osq=food
Yes,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,Yes,None,None,6:30 am - 6:00 pm,None,None,None,None,Yes,None,None,None,6:30 am - 6:00 pm,None,None,None,No,PrivateLot,7:00 am - 4:00 pm,None,7:00 am - 4:00 pm,Yes,None,6:30 am - 6:00 pm,6:30 am - 6:00 pm,None,6:30 am - 6:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,rebel-donut-albuquerque-4,35.112537,-106.551267,1.0,4.0,golden-crown-panaderia-albuquerque,the-grove-cafe-and-market-albuquerque,savory-fare-cafe-bakery-and-catering-albuquerque,179,"Donuts,Coffee&Tea,Bakeries",Rebel Donut,https://www.yelp.com/biz/rebel-donut-albuquerque-4?osq=food
None,No,None,Yes,None,FullBar,Classy,Casual,None,Yes,None,None,Yes,None,No,None,None,Open 24 hours,None,None,Yes,Yes,None,None,None,Yes,Open 24 hours,None,Average,None,No,PrivateLot,Open 24 hours,None,Open 24 hours,No,Yes,Open 24 hours,Open 24 hours,Yes,Open 24 hours,None,Paid,NM Albuquerque Uptown,Claimed,None,albuquerque-marriott-albuquerque,35.099221,-106.570009,2.0,3.5,hampton-inn-albuquerque-university-midtown-albuquerque,sandia-peak-inn-albuquerque,sheraton-albuquerque-uptown-albuquerque,74,"Hotels,Restaurants",Albuquerque Marriott,https://www.yelp.com/biz/albuquerque-marriott-albuquerque?osq=food
No,No,None,Yes,None,No,Casual,Casual,None,No,None,None,Yes,None,Yes,None,None,10:30 am - 5:00 pm,Lunch,None,Yes,Yes,None,None,None,No,10:30 am - 5:00 pm,None,Average,None,Yes,"Street,PrivateLot",10:30 am - 5:00 pm,None,Closed,Yes,Yes,10:30 am - 5:00 pm,10:30 am - 5:00 pm,No,10:30 am - 5:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,relish-gourmet-sandwiches-albuquerque,35.10953,-106.55489,2.0,4.0,baggins-gourmet-sandwiches-albuquerque,cafe-istanbul-albuquerque,the-yeller-sub-albuquerque,110,"Sandwiches,Salad,Vegetarian",Relish Gourmet Sandwiches,https://www.yelp.com/biz/relish-gourmet-sandwiches-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,Yes,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,Yes,None,None,No,None,None,None,NM Albuquerque Uptown,Unclaimed,None,subway-albuquerque-54,35.107649,-106.551577,1.0,3.5,None,None,None,3,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-albuquerque-54?osq=food
None,No,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,None,11:00 am - 9:00 pm,Lunch,None,Yes,Yes,None,None,None,No,11:00 am - 9:00 pm,None,Quiet,None,No,None,11:00 am - 9:00 pm,None,4:00 pm - 8:30 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,328-chinese-cuisine-albuquerque,35.1095177,-106.5812261,1.0,4.0,fu-yuang-korean-and-chinese-restaurant-albuquerque,china-king-albuquerque,chopstix-chinese-cuisine-albuquerque,44,Chinese,328 Chinese Cuisine,https://www.yelp.com/biz/328-chinese-cuisine-albuquerque?osq=food
None,Yes,No,Yes,None,Beer&WineOnly,None,Casual,None,Yes,None,None,Yes,None,No,No,No,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,None,None,Average,None,Yes,None,None,None,None,Yes,No,None,None,No,None,Yes,Free,NM Albuquerque Uptown,Claimed,None,fuddruckers-albuquerque-4,35.1069737618,-106.570015732,2.0,3.0,5-star-burgers-albuquerque-2,five-guys-burgers-and-fries-albuquerque,alien-brew-pub-albuquerque-2,24,"Burgers,American(Traditional)",Fuddruckers,https://www.yelp.com/biz/fuddruckers-albuquerque-4?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,Yes,None,None,9:00 am - 6:00 pm,None,None,Yes,Yes,None,None,None,None,9:00 am - 6:00 pm,None,None,None,None,None,10:00 am - 6:00 pm,None,11:00 am - 5:00 pm,Yes,No,9:00 am - 6:00 pm,9:00 am - 6:00 pm,None,9:00 am - 6:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,honeybaked-ham-albuquerque,35.109444,-106.583881,1.0,5.0,baggins-gourmet-sandwiches-albuquerque,christy-maes-restaurant-albuquerque,which-wich-albuquerque,3,"MeatShops,Sandwiches,Delis",HoneyBaked Ham,https://www.yelp.com/biz/honeybaked-ham-albuquerque?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,Yes,None,None,None,Yes,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,wendys-albuquerque-13,35.107162,-106.551546,1.0,2.0,mcdonalds-albuquerque-41,billys-long-bar-albuquerque,chick-fil-a-albuquerque-2,5,"Burgers,FastFood",Wendy’s,https://www.yelp.com/biz/wendys-albuquerque-13?osq=food
None,None,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 10:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 9:00 pm,None,Average,None,No,PrivateLot,11:00 am - 10:00 pm,None,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,No,NM Albuquerque Uptown,Unclaimed,None,genghis-grill-albuquerque-2,35.1004505117,-106.56599873,2.0,2.5,genghis-grill-albuquerque,None,None,42,Mongolian,Genghis Grill,https://www.yelp.com/biz/genghis-grill-albuquerque-2?osq=food
Yes,No,No,Yes,None,FullBar,Trendy,Casual,"Wed,Fri,Sat",Yes,None,None,No,No,No,None,None,11:00 am - 1:30 am,"Lunch,LateNight,Dessert",No,Yes,Yes,None,Yes,No,Yes,11:00 am - 12:00 am,None,Loud,None,No,PrivateLot,11:00 am - 1:30 am,No,11:00 am - 11:00 pm,Yes,No,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 1:00 am,Yes,Free,NM Albuquerque Uptown,Claimed,None,dave-and-busters-albuquerque,35.1013208325,-106.564022486,2.0,2.5,hinkle-family-fun-center-albuquerque,art-attack-albuquerque,cool-springz-trampoline-park-albuquerque,97,"Arcades,American(New),SportsBars",Dave & Buster’s,https://www.yelp.com/biz/dave-and-busters-albuquerque?osq=food
None,No,None,Yes,None,Beer&WineOnly,Casual,None,"Fri,Sat",Yes,None,None,None,No,None,None,None,11:00 am - 11:00 pm,None,No,Yes,None,None,Yes,No,Yes,11:00 am - 10:00 pm,None,Average,None,Yes,Garage,11:00 am - 11:00 pm,OutdoorArea/PatioOnly,11:00 am - 10:00 pm,Yes,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,None,11:00 am - 10:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,quarter-celtic-brewpub-albuquerque,35.0886375679,-106.585259464,2.0,4.0,marble-brewery-albuquerque,la-cumbre-brewing-company-albuquerque,red-door-brewing-company-albuquerque-3,87,"Breweries,Pubs",Quarter Celtic Brewpub,https://www.yelp.com/biz/quarter-celtic-brewpub-albuquerque?osq=food
None,No,None,Yes,None,No,None,Casual,None,No,None,None,Yes,None,No,None,None,7:00 am - 10:00 pm,"Breakfast,Brunch,Lunch",None,Yes,Yes,None,None,None,No,7:00 am - 9:00 pm,None,Average,None,Yes,None,7:00 am - 10:00 pm,None,7:00 am - 9:00 pm,Yes,No,7:00 am - 9:00 pm,7:00 am - 9:00 pm,No,7:00 am - 9:00 pm,No,No,NM Albuquerque Uptown,Claimed,None,garcias-kitchen-albuquerque,35.1157793,-106.5860394,1.0,3.5,the-original-garcias-kitchen-albuquerque,padillas-mexican-kitchen-albuquerque,garcias-kitchen-the-original-albuquerque-2,25,Mexican,Garcia’s Kitchen,https://www.yelp.com/biz/garcias-kitchen-albuquerque?osq=food
None,No,None,Yes,None,None,None,Casual,None,Yes,None,None,None,None,Yes,None,None,7:00 am - 6:00 pm,None,None,None,Yes,None,None,None,None,7:00 am - 6:00 pm,None,None,None,None,PrivateLot,7:00 am - 6:00 pm,None,Closed,Yes,No,7:00 am - 6:00 pm,7:00 am - 6:00 pm,None,7:00 am - 6:00 pm,None,Free,NM Albuquerque Uptown,Claimed,None,le-chantilly-albuquerque,35.1087839,-106.5525385,2.0,3.0,swiss-alps-bakery-albuquerque-2,le-paris-french-bakery-albuquerque,savory-fare-cafe-bakery-and-catering-albuquerque,22,"Bakeries,Desserts,Cafes",Le Chantilly,https://www.yelp.com/biz/le-chantilly-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,None,None,Yes,Yes,None,11:00 am - 2:30 am,Lunch,None,Yes,Yes,None,None,None,No,Closed,None,Average,None,Yes,None,11:00 am - 2:30 am,None,Closed,Yes,Yes,11:00 am - 12:00 am,11:00 am - 9:00 pm,No,11:00 am - 9:00 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,gauchito-catering-albuquerque,35.1091824,-106.5688729,1.0,4.5,silver-platter-albuquerque,albuquerque-catering-company-albuquerque,albuquerque-caf%C3%A9-albuquerque-2,4,"FoodTrucks,Argentine,Caterers",Gauchito Catering,https://www.yelp.com/biz/gauchito-catering-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,Yes,None,No,None,Yes,5:30 am - 10:00 pm,Brunch,None,Yes,Yes,None,None,None,No,5:30 am - 9:00 pm,None,Quiet,None,No,None,5:30 am - 10:00 pm,None,5:30 am - 9:00 pm,Yes,No,5:30 am - 9:00 pm,5:30 am - 9:00 pm,Yes,5:30 am - 9:00 pm,None,No,NM Albuquerque Uptown,Claimed,None,twisters-burgers-and-burritos-albuquerque-12,35.1091658,-106.5509266,1.0,3.0,None,None,None,10,"Burgers,Mexican",Twisters Burgers and Burritos,https://www.yelp.com/biz/twisters-burgers-and-burritos-albuquerque-12?osq=food
None,Yes,None,Yes,None,None,None,None,None,No,None,None,Yes,None,Yes,None,None,10:00 am - 6:00 pm,None,None,None,None,None,None,None,None,10:00 am - 6:00 pm,None,None,None,None,PrivateLot,10:00 am - 5:00 pm,None,Closed,Yes,None,10:00 am - 6:00 pm,10:00 am - 6:00 pm,None,10:00 am - 6:00 pm,Yes,None,NM Albuquerque Uptown,Claimed,None,cake-fetish-albuquerque,35.1103859,-106.5691982,2.0,3.5,swiss-alps-bakery-albuquerque-2,gold-rush-cupcakes-albuquerque,abc-cake-shop-and-bakery-albuquerque-2,69,"Desserts,Bakeries",Cake Fetish,https://www.yelp.com/biz/cake-fetish-albuquerque?osq=food
None,No,None,Yes,None,FullBar,None,Casual,None,Yes,None,None,No,None,No,None,None,6:30 am - 10:00 pm,Dinner,None,Yes,No,None,None,None,No,Closed,None,Average,None,No,PrivateLot,6:30 am - 10:00 pm,None,Closed,No,Yes,Closed,Closed,Yes,Closed,None,Free,NM Albuquerque Uptown,Claimed,None,foul-play-cafe-albuquerque,35.1094831,-106.5686045,3.0,3.5,the-artichoke-cafe-albuquerque,model-pharmacy-albuquerque,musical-theatre-southwest-albuquerque-4,11,"PerformingArts,Cafes",Foul Play Cafe,https://www.yelp.com/biz/foul-play-cafe-albuquerque?osq=food
None,None,No,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,No,10:00 am - 9:00 pm,None,None,None,None,None,None,None,No,10:00 am - 9:00 pm,None,Loud,None,No,PrivateLot,10:00 am - 9:00 pm,None,12:00 pm - 6:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,No,10:00 am - 9:00 pm,None,No,NM Albuquerque Uptown,Claimed,None,johnny-rockets-albuquerque-6,35.1071069,-106.572767,2.0,1.5,None,None,None,3,Burgers,Johnny Rockets,https://www.yelp.com/biz/johnny-rockets-albuquerque-6?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,dairy-queen-albuquerque-12,35.1079129,-106.5742268,None,None,None,None,None,None,None,Dairy Queen,https://www.yelp.com/biz/dairy-queen-albuquerque-12?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,9:00 am - 6:00 pm,None,None,None,None,None,None,None,None,9:00 am - 6:00 pm,None,None,None,None,PrivateLot,9:00 am - 6:00 pm,None,12:30 pm - 5:00 pm,Yes,None,9:00 am - 6:00 pm,9:00 am - 6:00 pm,None,9:00 am - 6:00 pm,Yes,None,NM Albuquerque Uptown,Claimed,None,buffetts-candies-albuquerque,35.087596,-106.569619,2.0,4.5,the-candy-lady-albuquerque,rocky-mountain-chocolate-factory-albuquerque-2,theobroma-chocolatier-albuquerque,29,CandyStores,Buffett’s Candies,https://www.yelp.com/biz/buffetts-candies-albuquerque?osq=food
None,No,None,Yes,None,FullBar,None,None,None,No,None,None,None,No,None,None,None,9:00 am - 2:00 am,None,No,Yes,Yes,None,Yes,No,Yes,9:00 am - 12:00 am,"JukeBox,Karaoke",Loud,None,No,None,9:00 am - 2:00 am,OutdoorArea/PatioOnly,9:00 am - 12:00 am,None,No,9:00 am - 2:00 am,9:00 am - 12:00 am,None,9:00 am - 12:00 am,None,None,NM Albuquerque Uptown,Claimed,None,skidmores-holiday-bowl-albuquerque,35.0879803,-106.5637175,2.0,3.5,anodyne-albuquerque,louies-pub-and-grill-albuquerque,sandia-bowl-albuquerque,30,"Bowling,Bars",Skidmore’s Holiday Bowl,https://www.yelp.com/biz/skidmores-holiday-bowl-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Uptown,Claimed,None,red-robin-gourmet-burgers-albuquerque-3,35.1013409,-106.5640551,None,None,None,None,None,None,None,Red Robin Gourmet Burgers,https://www.yelp.com/biz/red-robin-gourmet-burgers-albuquerque-3?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,No,NM Albuquerque Uptown,Unclaimed,None,teavana-albuquerque-2,35.1026284524,-106.567171376,3.0,3.5,java-joes-albuquerque,st-james-tearoom-albuquerque,the-grove-cafe-and-market-albuquerque,13,Coffee&Tea,Teavana,https://www.yelp.com/biz/teavana-albuquerque-2?osq=food
No,Yes,None,Yes,None,None,None,None,None,Yes,None,None,No,None,None,None,None,8:00 am - 9:00 pm,None,None,None,None,None,None,None,None,8:00 am - 9:00 pm,None,None,None,None,PrivateLot,8:00 am - 9:00 pm,None,8:00 am - 9:00 pm,Yes,None,8:00 am - 9:00 pm,8:00 am - 9:00 pm,None,8:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,trader-joes-albuquerque-3,35.1022259,-106.5655594,2.0,4.0,saigon-far-east-albuquerque,a-ri-rang-oriental-market-albuquerque,whole-foods-market-albuquerque,38,Grocery,Trader Joe’s,https://www.yelp.com/biz/trader-joes-albuquerque-3?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,margarets-kitchen-albuquerque,35.1027278,-106.5698108,None,None,japanese-kitchen-sushi-bar-albuquerque,japanese-kitchen-steakhouse-albuquerque,elephant-bar-restaurant-albuquerque,None,None,Margaret’s Kitchen,https://www.yelp.com/biz/margarets-kitchen-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,10:00 am - 9:00 pm,None,None,None,Yes,None,None,None,None,10:00 am - 9:00 pm,None,None,None,None,None,10:00 am - 6:00 pm,None,10:00 am - 9:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,None,10:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,chipotle-mexican-grill-albuquerque-8,35.1071069,-106.572767,None,4.0,None,None,None,6,"Mexican,FastFood",Chipotle Mexican Grill,https://www.yelp.com/biz/chipotle-mexican-grill-albuquerque-8?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,Yes,None,None,None,Yes,Yes,None,None,None,No,None,None,Quiet,None,No,None,None,None,None,Yes,No,None,None,No,None,None,None,NM Albuquerque Uptown,Unclaimed,None,burger-king-albuquerque-5,35.0875495,-106.568109,1.0,2.5,None,None,None,2,"Burgers,FastFood",Burger King,https://www.yelp.com/biz/burger-king-albuquerque-5?osq=food
Yes,Yes,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 11:00 pm,Dinner,None,Yes,Yes,None,None,None,Yes,11:00 am - 10:00 pm,None,Average,None,Yes,PrivateLot,11:00 am - 11:00 pm,None,11:00 am - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,No,No,NM Albuquerque Uptown,Claimed,None,romanos-macaroni-grill-albuquerque-2,35.0991727917,-106.568153515,2.0,2.5,tullys-italian-deli-albuquerque,paisanos-albuquerque,trombinos-bistro-italiano-albuquerque,78,Italian,Romano’s Macaroni Grill,https://www.yelp.com/biz/romanos-macaroni-grill-albuquerque-2?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,Yes,None,Breakfast,None,Yes,Yes,None,None,None,No,None,None,Quiet,None,No,None,None,None,None,Yes,No,None,None,No,None,None,No,NM Albuquerque Uptown,Claimed,None,blakes-lotaburger-albuquerque-16,35.109505,-106.558353,1.0,4.0,wecks-albuquerque-6,little-red-hamburger-hut-albuquerque-2,santiagos-new-mexican-grill-albuquerque,12,Burgers,Blake’s Lotaburger,https://www.yelp.com/biz/blakes-lotaburger-albuquerque-16?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,Yes,None,None,None,Yes,Yes,None,None,None,None,None,None,Quiet,None,No,None,None,None,None,Yes,No,None,None,Yes,None,None,None,NM Albuquerque Uptown,Unclaimed,None,carls-jr-albuquerque-4,35.1095206,-106.5856888,1.0,2.0,griffs-hamburgers-albuquerque,whataburger-albuquerque-3,carls-jr-albuquerque-2,5,FastFood,Carls Jr,https://www.yelp.com/biz/carls-jr-albuquerque-4?osq=food
No,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,9:00 am - 10:00 pm,None,None,None,None,None,None,None,None,9:00 am - 10:00 pm,None,None,None,None,PrivateLot,9:00 am - 10:00 pm,None,12:00 pm - 9:00 pm,No,None,9:00 am - 10:00 pm,9:00 am - 10:00 pm,None,9:00 am - 10:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,total-wine-and-more-albuquerque,35.104486,-106.569995,2.0,4.0,quarters-discount-liquors-albuquerque,jubilation-fine-wines-spirits-albuquerque,bird-of-paradise-discount-liquors-albuquerque,42,"Beer,Wine&Spirits,TobaccoShops",Total Wine & More,https://www.yelp.com/biz/total-wine-and-more-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,None,None,No,None,None,Open 24 hours,Brunch,None,Yes,Yes,None,None,None,No,Open 24 hours,None,Average,None,No,None,Open 24 hours,None,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,Yes,Open 24 hours,None,No,NM Albuquerque Uptown,Claimed,None,ihop-albuquerque-5,35.1088028,-106.5609595,2.0,3.0,waffle-house-albuquerque,rudys-country-store-and-bar-b-que-albuquerque,waffle-house-albuquerque-2,14,"American(Traditional),Breakfast&Brunch",IHOP,https://www.yelp.com/biz/ihop-albuquerque-5?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,Yes,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,subway-albuquerque-10,35.1079129,-106.5742268,None,3.0,twisters-burgers-and-burritos-albuquerque-7,havana-restaurant-albuquerque,chipotle-mexican-grill-albuquerque,2,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-albuquerque-10?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,No,None,No,None,None,10:00 am - 9:00 pm,Lunch,None,No,Yes,None,None,None,No,10:00 am - 9:00 pm,None,Loud,None,Yes,None,10:00 am - 9:00 pm,None,11:00 am - 7:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,No,10:00 am - 9:00 pm,None,Free,NM Albuquerque Uptown,Claimed,None,panda-express-albuquerque-2,35.1077682,-106.5713319,1.0,3.5,None,None,None,3,"Chinese,FastFood",Panda Express,https://www.yelp.com/biz/panda-express-albuquerque-2?osq=food
None,None,None,Yes,None,None,None,Casual,None,No,None,None,None,None,No,None,None,10:00 am - 9:00 pm,None,None,Yes,Yes,None,None,None,None,10:00 am - 9:00 pm,None,None,None,Yes,None,10:00 am - 9:00 pm,None,12:00 pm - 6:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,None,10:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,potato-corner-albuquerque-3,35.1077682,-106.5713319,None,None,mikes-jerky-albuquerque-2,new-mexico-beef-jerky-company-albuquerque-2,None,None,None,Potato Corner,https://www.yelp.com/biz/potato-corner-albuquerque-3?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:00 am - 9:00 pm,None,None,None,None,None,None,None,None,10:00 am - 9:00 pm,None,None,None,None,None,10:00 am - 9:00 pm,None,12:00 pm - 6:00 pm,None,None,10:00 am - 9:00 pm,10:00 am - 9:00 pm,None,10:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,sees-candies-albuquerque-2,35.1071069,-106.572767,None,None,None,None,None,None,None,See’s Candies,https://www.yelp.com/biz/sees-candies-albuquerque-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,dilli-deli-and-catering-albuquerque,35.1028645,-106.5724897,None,None,None,None,None,None,None,Dilli Deli & Catering,https://www.yelp.com/biz/dilli-deli-and-catering-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,chili-pepper-emporium-albuquerque,35.0990966,-106.5681766,None,None,tullys-italian-deli-albuquerque,gardunos-albuquerque-4,two-fools-tavern-albuquerque,None,None,Chili Pepper Emporium,https://www.yelp.com/biz/chili-pepper-emporium-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,international-house-of-pancakes-albuquerque,35.1088064605,-106.560953392,2.0,3.0,international-house-of-pancakes-albuquerque,None,None,2,Desserts,International House of Pancakes,https://www.yelp.com/biz/international-house-of-pancakes-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,5:00 am - 9:30 pm,None,None,None,None,Yes,None,None,None,5:00 am - 9:30 pm,None,None,None,Yes,PrivateLot,5:30 am - 9:30 pm,None,5:30 am - 9:30 pm,Yes,None,5:00 am - 9:30 pm,5:00 am - 9:30 pm,None,5:00 am - 9:30 pm,None,Free,NM Albuquerque Uptown,Unclaimed,None,starbucks-albuquerque-33,35.1002819,-106.5860596,1.0,3.0,camera-and-darkroom-ltd-albuquerque,blue-cross-animal-clinic-albuquerque,bargainbox-of-assistance-league-of-albuquerque-albuquerque,14,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-albuquerque-33?osq=food
